prompt,answer,book_name,chapter_number,chapter_name
"39. To a macroeconomist, a trade deficit is synonymous with which of the following?

A: outflow of financial capital
B: outflow of goods and services
C: inflow of financial capital
D: inflow of goods and services",C: inflow of financial capital,"Principles of Economics, 3rd Edition",23,international trade capital flows
"40. Which of the following terms is sometimes used to describe the balance of trade?

A: balance of payments
B: balance of capital flows
C: balance of financial investment
D: balance of investment capital",A: balance of payments,"Principles of Economics, 3rd Edition",23,international trade capital flows
"41. If a country's current account balance is zero and the financial payments flowing in and out of the country's economy are equal, then which of the following must be a true statement?

A: it has an overall or net inflow of financial investment
B: it is not an overall or a net investor in other countries
C: it has an overall or net outflow of financial investment
D: its government is not indebted to other governments",B: it is not an overall or a net investor in other countries,"Principles of Economics, 3rd Edition",23,international trade capital flows
"42. In what way are the factors used to calculate the current account balance similar to each other?

A: each is like a stream, though some flow in different directions
B: all refer to ways governments invest their tax resources
C: all reflect workers' unilateral payments to home countries
D: each involves a flow of financial payments between countries",D: each involves a flow of financial payments between countries,"Principles of Economics, 3rd Edition",23,international trade capital flows
"43. Which of the following represents the national savings and investment identity - Supply of financial capital = Demand for financial capital - expressed in algebraic terms?

A: (M – X) = I – S – (T – G)
B: S + (M – X) = I + (G – T)
C: X – M = S + (G – T) – I
D: I – S – (T – G) = (M – X)",B: S + (M – X) = I + (G – T),"Principles of Economics, 3rd Edition",23,international trade capital flows
"44. Assume that the level of domestic investment in a country rises, while the level of private and public saving remains unchanged. In these circumstances:

A: the rise in domestic investment will mean a higher trade deficit.
B: the rise in domestic investment will mean a higher trade surplus.
C: government borrowing will increase sharply.
D: the trade deficit will decline sharply.",A: the rise in domestic investment will mean a higher trade deficit.,"Principles of Economics, 3rd Edition",23,international trade capital flows
"45. The statement that GDP = C + I + G + X – M is an identity, because ________________________________.

A: trade surpluses can be either good or bad
B: trade deficits can be either good or bad
C: it is true according to the definition of GDP
D: each trade is conducted on a voluntary basis",C: it is true according to the definition of GDP,"Principles of Economics, 3rd Edition",23,international trade capital flows
"46. Only one of the following statements about trade surplus and capital flow is correct. Which one is it?

A: a trade surplus means that there is a net inflow of capital
B: a trade surplus means that there is a net outflow of capital
C: a trade surplus exists if there is a net inflow of capital excluding foreign borrowing and lending
D: a trade surplus exists if there is a net outflow of capital excluding foreign borrowing and lending",B: a trade surplus means that there is a net outflow of capital,"Principles of Economics, 3rd Edition",23,international trade capital flows
"47. Only one of the following statements about the trade surplus is correct. Which one is it?

A: the government should always strive for a trade surplus and a healthy inflow of foreign capital
B: the government generating a trade surplus is better than increasing foreign capital inflows
C: increasing foreign capital investment is better than generating a trade surplus
D: generating a trade surplus and an overall net inflow of capital is impossible",D: generating a trade surplus and an overall net inflow of capital is impossible,"Principles of Economics, 3rd Edition",23,international trade capital flows
"48. When did the U.S. current account balance experience the largest surplus?

A: before the 1980s
B: 1980s and 1990s
C: 1990s and 2000s
D: after the 2000s",A: before the 1980s,"Principles of Economics, 3rd Edition",23,international trade capital flows
